Botanical Name,Page title,Expected Common Name,Wikipedia Page link,
Trillium sessile,Trillium sessile,Trillium sessile; toadshade; sessile trillium; sessile-flowered wake-robin; toad trillium,https://en.wikipedia.org/wiki/Trillium_sessile,
Trillium viride,Trillium viride,Trillium viride; wood wakerobin,https://en.wikipedia.org/wiki/Trillium_viride,
Tripsacum dactyloides,Tripsacum dactyloides,Tripsacum dactyloides; eastern gamagrass; Roots; Leaves; Flowers; Fruits,https://en.wikipedia.org/wiki/Tripsacum_dactyloides,
Tsuga caroliniana,Tsuga caroliniana,Tsuga caroliniana; Carolina hemlock,https://en.wikipedia.org/wiki/Tsuga_caroliniana,
Tulipa batalinii,Tulipa linifolia,Tulipa linifolia; flax-leaved tulip; Bokhara tulip,https://en.wikipedia.org/wiki/Tulipa_linifolia,
Tulipa tarda,Tulipa tarda,Tulipa tarda; late tulip; tarda tulip; Tulipa urumiensis,https://en.wikipedia.org/wiki/Tulipa_tarda,
Typha latifolia,Typha latifolia,Typha latifolia; broadleaf cattail; bulrush; common bulrush; common cattail; cat-o'-nine-tails; great reedmace; cooper's reed; cumbungi,https://en.wikipedia.org/wiki/Typha_latifolia,
Ulmus glabra,not found,not found,not found,
Ulmus rubra,Ulmus rubra,Ulmus rubra; slippery elm,https://en.wikipedia.org/wiki/Ulmus_rubra,
Uvularia grandiflora,Uvularia grandiflora,Uvularia grandiflora; large-flowered bellwort; merrybells,https://en.wikipedia.org/wiki/Uvularia_grandiflora,
Vaccinium stamineum,Vaccinium stamineum,Vaccinium stamineum; deerberry; tall deerberry; squaw huckleberry; highbush huckleberry; buckberry; southern gooseberry,https://en.wikipedia.org/wiki/Vaccinium_stamineum,
Valerianella locusta,Valerianella locusta,Valerianella locusta; corn salad; common cornsalad; lamb's lettuce; mâche; fetticus; feldsalat; nut lettuce; field salad; doucette; raiponce,https://en.wikipedia.org/wiki/Valerianella_locusta,
Vancouveria hexandra,Vancouveria hexandra,Vancouveria hexandra; white inside-out flower,https://en.wikipedia.org/wiki/Vancouveria_hexandra,
Vanilla planifolia,Vanilla planifolia,Vanilla planifolia; flat-leaved vanilla; West Indian vanilla; vanilla,https://en.wikipedia.org/wiki/Vanilla_planifolia,
Veratrum nigrum,Veratrum nigrum,Veratrum nigrum; black false hellebore,https://en.wikipedia.org/wiki/Veratrum_nigrum,
Verbascum chaixii,Verbascum,Verbascum; mullein,https://en.wikipedia.org/wiki/Verbascum,
Verbascum pyramidatum,Verbascum,Verbascum; mullein,https://en.wikipedia.org/wiki/Verbascum,
Verbascum thapsus,Verbascum thapsus,Verbascum thapsus; great mullein; common mullein,https://en.wikipedia.org/wiki/Verbascum_thapsus,
Verbena bonariensis,not found,not found,not found,
Verbesina alternifolia,Verbesina alternifolia,Verbesina alternifolia; wingstem; yellow ironweed,https://en.wikipedia.org/wiki/Verbesina_alternifolia,
Verbesina helianthoides,Verbesina helianthoides,Verbesina helianthoides; yellow crownbeard; gravelweed,https://en.wikipedia.org/wiki/Verbesina_helianthoides,
Vernonia arkansana,Vernonia arkansana,Vernonia arkansana; Arkansas ironweed; great ironweed,https://en.wikipedia.org/wiki/Vernonia_arkansana,
Vernonia baldwinii,Vernonia baldwinii,Vernonia baldwinii; western ironweed; Baldwin's ironweed,https://en.wikipedia.org/wiki/Vernonia_baldwinii,
Vernonia fasciculata,Vernonia,Vernonia; ironweed; bitterleaf; onugbu; ewuro; ndole,https://en.wikipedia.org/wiki/Vernonia,
Vernonia gigantea,Vernonia gigantea,Vernonia gigantea; giant ironweed; tall ironweed; ironweed,https://en.wikipedia.org/wiki/Vernonia_gigantea,
Vernonia missurica,Vernonia missurica,Vernonia missurica; Missouri ironweed,https://en.wikipedia.org/wiki/Vernonia_missurica,
Veronica austriaca,Veronica austriaca,Veronica austriaca; broadleaf speedwell; large speedwell; Austrian speedwell; saw-leaved speedwell,https://en.wikipedia.org/wiki/Veronica_austriaca,
Veronica gentianoides,Veronica gentianoides,Veronica gentianoides; gentian speedwell,https://en.wikipedia.org/wiki/Veronica_gentianoides,
Veronica prostrata,Veronica prostrata,Veronica prostrata; prostrate speedwell; rock speedwell,https://en.wikipedia.org/wiki/Veronica_prostrata,
Viburnum acerifolium,Viburnum acerifolium,Viburnum acerifolium; mapleleaf viburnum; maple-leaved arrowwood; dockmackie,https://en.wikipedia.org/wiki/Viburnum_acerifolium,
Viburnum burkwoodii,not found,not found,not found,
Viburnum dilatatum,Viburnum dilatatum,Viburnum dilatatum; linden arrowwood; linden viburnum,https://en.wikipedia.org/wiki/Viburnum_dilatatum,
Viburnum lantana,Viburnum lantana,Viburnum lantana; wayfarer; wayfaring tree; hoarwithy,https://en.wikipedia.org/wiki/Viburnum_lantana,
Viburnum nudum,not found,not found,not found,
Viburnum plicatum,Viburnum plicatum,Viburnum plicatum; Japanese snowball bush,https://en.wikipedia.org/wiki/Viburnum_plicatum,
Viburnum prunifolium,Viburnum prunifolium,Viburnum  prunifolium; blackhaw; black haw; blackhaw viburnum; sweet haw; stag bush,https://en.wikipedia.org/wiki/Viburnum_prunifolium,
Viburnum rhytidophylloides,Viburnum,Viburnum,https://en.wikipedia.org/wiki/Viburnum,
Viburnum setigerum,Viburnum setigerum,Viburnum setigerum; tea viburnum,https://en.wikipedia.org/wiki/Viburnum_setigerum,
Viburnum sieboldii,Viburnum sieboldii,Viburnum sieboldii; Siebold's viburnum,https://en.wikipedia.org/wiki/Viburnum_sieboldii,
Victoria amazonica,Victoria amazonica,Victoria amazonica,https://en.wikipedia.org/wiki/Victoria_amazonica,
Viola blanda,Viola blanda,Viola blanda; sweet white violet,https://en.wikipedia.org/wiki/Viola_blanda,
Viola canadensis,Viola canadensis,Viola canadensis; Canadian white violet; Canada violet; tall white violet; white violet,https://en.wikipedia.org/wiki/Viola_canadensis,
Viola pedata,Viola pedata,Viola pedata; birdsfoot violet; bird's-foot violet; mountain pansy,https://en.wikipedia.org/wiki/Viola_pedata,
Viola pedatifida,Viola pedatifida,Viola pedatifida; prairie violet; crow-foot violet; larkspur violet; purple prairie violet; coastal violet,https://en.wikipedia.org/wiki/Viola_pedatifida,
Viola rotundifolia,Viola rotundifolia,Viola rotundifolia; roundleaf yellow violet,https://en.wikipedia.org/wiki/Viola_rotundifolia,
Viola sororia,Viola sororia,Viola sororia; common blue violet; common meadow violet; purple violet; the lesbian flower; woolly blue violet; hooded violet; wood violet,https://en.wikipedia.org/wiki/Viola_sororia,
Viola striata,Viola striata,Viola striata; striped cream violet; creamy violet,https://en.wikipedia.org/wiki/Viola_striata,
Vitex negundo,not found,not found,not found,
Vitex rotundifolia,Vitex rotundifolia,Vitex rotundifolia; roundleaf chastetree; beach vitex; English speaking countries; China; Japan; Korea; Hawaii,https://en.wikipedia.org/wiki/Vitex_rotundifolia,
Vitis aestivalis,Vitis aestivalis,Vitis aestivalis; summer grape; pigeon grape,https://en.wikipedia.org/wiki/Vitis_aestivalis,
Vitis labrusca,Vitis labrusca,Vitis labrusca; fox grape,https://en.wikipedia.org/wiki/Vitis_labrusca,
Vitis vinifera,Vitis vinifera,Vitis vinifera; common grape vine,https://en.wikipedia.org/wiki/Vitis_vinifera,
Waldsteinia fragarioides,Waldsteinia fragarioides,Waldsteinia fragarioides; Appalachian barren strawberry; barren strawberry,https://en.wikipedia.org/wiki/Waldsteinia_fragarioides,
Waldsteinia lobata,Waldsteinia lobata,Waldsteinia lobata; piedmont barren strawberry,https://en.wikipedia.org/wiki/Waldsteinia_lobata,
Watsonia borbonica,Watsonia borbonica,Watsonia borbonica; Cape bugle-lily,https://en.wikipedia.org/wiki/Watsonia_borbonica,
Woodwardia areolata,Lorinseria,Lorinseria; Lorinseria areolata; Woodwardia areolata; netted chain fern,https://en.wikipedia.org/wiki/Lorinseria,
Xanthoceras sorbifolium,Xanthoceras,"Xanthoceras sorbifolium; yellowhorn, shiny leaf yellowhorn, goldenhorn, or Chinese flowering chestnut; Xanthoceras",https://en.wikipedia.org/wiki/Xanthoceras,
Xanthorhiza simplicissima,Xanthorhiza,Xanthorhiza simplicissima; yellowroot; Xanthorhiza,https://en.wikipedia.org/wiki/Xanthorhiza,
Xanthosoma sagittifolium,Xanthosoma sagittifolium,Xanthosoma sagittifolium; arrowleaf elephant ear; arrowleaf elephant's ear; American taro; blue taro; purple taro; purplestem tannia; purple elephant's ear,https://en.wikipedia.org/wiki/Xanthosoma_sagittifolium,
Zantedeschia aethiopica,Zantedeschia aethiopica,Zantedeschia aethiopica; calla lily; arum lily,https://en.wikipedia.org/wiki/Zantedeschia_aethiopica,
Zanthoxylum americanum,Zanthoxylum americanum,Zanthoxylum americanum; common prickly-ash; common pricklyash; common prickly ash; northern prickly-ash; toothache tree; yellow wood; suterberry; Shinners' tickletongue; small prickly-ash,https://en.wikipedia.org/wiki/Zanthoxylum_americanum,
Zanthoxylum clava-herculis,Zanthoxylum clava-herculis,Zanthoxylum clava-herculis; Hercules' club; Hercules-club; pepperwood; southern prickly ash; toothache tree; tingle tongue,https://en.wikipedia.org/wiki/Zanthoxylum_clava-herculis,
Zenobia pulverulenta,Zenobia pulverulenta,Zenobia pulverulenta; honeycup,https://en.wikipedia.org/wiki/Zenobia_pulverulenta,
Zingiber officinale,Ginger,Ginger; ginger root,https://en.wikipedia.org/wiki/Ginger,
Zizia aptera,Zizia aptera,Zizia aptera; meadow zizia; alexanders; heart leaved golden alexanders; prairie golden alexanders,https://en.wikipedia.org/wiki/Zizia_aptera,
Zizia aurea,Zizia aurea,Zizia aurea; golden alexanders; golden zizia,https://en.wikipedia.org/wiki/Zizia_aurea,
Abelia chinensis,Abelia,Abelia,https://en.wikipedia.org/wiki/Abelia,
Abelia mosanensis,Zabelia tyaihyonii,Zabelia tyaihyonii; Abelia mosanensis; fragrant abelia,https://en.wikipedia.org/wiki/Zabelia_tyaihyonii,
Abeliophyllum distichum,Abeliophyllum,Abeliophyllum; miseonnamu; Korean abeliophyllum; white forsythia; Korean abelialeaf; Abeliophyllum distichum,https://en.wikipedia.org/wiki/Abeliophyllum,
Abies koreana,Abies koreana,Abies koreana; Korean fir,https://en.wikipedia.org/wiki/Abies_koreana,
Abies nordmanniana,Abies nordmanniana,Abies nordmanniana; Nordmann fir; Caucasian fir,https://en.wikipedia.org/wiki/Abies_nordmanniana,
Abies pinsapo,not found,not found,not found,
Abutilon hybridum,not found,not found,not found,
Acantholimon ulicinum,not found,not found,not found,
Acanthus hungaricus,Acanthus (plant),Acanthus; Acanthus; Bear's breeches,https://en.wikipedia.org/wiki/Acanthus_(plant),
Acanthus montanus,Acanthus montanus,Acanthus montanus; bear's breech; mountain thistle,https://en.wikipedia.org/wiki/Acanthus_montanus,
Acer capillipes,Acer capillipes,Acer capillipes; Kyushu maple; red snakebark maple,https://en.wikipedia.org/wiki/Acer_capillipes,
Acer cappadocicum,Acer cappadocicum,Acer cappadocicum; Cappadocian maple,https://en.wikipedia.org/wiki/Acer_cappadocicum,
Acer carpinifolium,Acer carpinifolium,Acer carpinifolium; hornbeam maple,https://en.wikipedia.org/wiki/Acer_carpinifolium,
Acer davidii,Acer davidii,Acer davidii; Père David's maple,https://en.wikipedia.org/wiki/Acer_davidii,
Acer maximowiczianum,Acer maximowiczianum,Acer maximowiczianum; Nikko maple,https://en.wikipedia.org/wiki/Acer_maximowiczianum,
Acer miyabei,Acer miyabei,Acer miyabei; Miyabe's; Miyabe maple,https://en.wikipedia.org/wiki/Acer_miyabei,
Acer monspessulanum,Acer monspessulanum,Acer monspessulanum; Montpellier maple,https://en.wikipedia.org/wiki/Acer_monspessulanum,
Acer oliverianum,Acer oliverianum,Acer oliverianum; Oliver's Maple; Oliver Maple,https://en.wikipedia.org/wiki/Acer_oliverianum,
Acer pentaphyllum,Acer pentaphyllum,Acer pentaphyllum,https://en.wikipedia.org/wiki/Acer_pentaphyllum,
Acer pictum,Acer pictum,Acer pictum; yellow-paint maple,https://en.wikipedia.org/wiki/Acer_pictum,
Acer pseudosieboldianum,Acer pseudosieboldianum,Acer pseudosieboldianum; Korean maple; purplebloom maple,https://en.wikipedia.org/wiki/Acer_pseudosieboldianum,
Acer tataricum,Acer tataricum,Acer tataricum; Tatar maple; Tatarian maple,https://en.wikipedia.org/wiki/Acer_tataricum,
Acer triflorum,Acer triflorum,Acer triflorum; three-flowered maple,https://en.wikipedia.org/wiki/Acer_triflorum,
Achillea aegyptiaca,Achillea aegyptiaca,Achillea aegyptiaca; Egyptian yarrow,https://en.wikipedia.org/wiki/Achillea_aegyptiaca,
Aciphylla aurea,Aciphylla aurea,"Aciphylla aurea; golden speargrass; golden Spaniard; Common name/s:; Full scientific name:; Natural global range –; New Zealand range –; Habitat preferences –; Life cycle/phenology; Habitat –; .; Predators, parasites, and diseases -",https://en.wikipedia.org/wiki/Aciphylla_aurea,
Aconitum hemsleyanum,Aconitum,Aconitum; aconite; monkshood; wolf's-bane; leopard's bane; mousebane; women's bane; devil's helmet; queen of poisons; blue rocket,https://en.wikipedia.org/wiki/Aconitum,
Aconitum volubile,Aconitum,Aconitum; aconite; monkshood; wolf's-bane; leopard's bane; mousebane; women's bane; devil's helmet; queen of poisons; blue rocket,https://en.wikipedia.org/wiki/Aconitum,
Actaea dahurica,not found,not found,not found,
Actaea simplex,Actaea simplex,Actaea simplex; baneberry; bugbane,https://en.wikipedia.org/wiki/Actaea_simplex,
Actinidia deliciosa,Actinidia deliciosa,Actinidia deliciosa; fuzzy kiwifruit,https://en.wikipedia.org/wiki/Actinidia_deliciosa,
Actinidia kolomikta,Actinidia kolomikta,Actinidia kolomikta; kolomikta; variegated-leaf hardy kiwi,https://en.wikipedia.org/wiki/Actinidia_kolomikta,
Adenophora liliifolia,Campanula,Campanula; bellflower; Campanula palaeopyramidalis,https://en.wikipedia.org/wiki/Campanula,
Adina rubella,Adina (plant),Adina,https://en.wikipedia.org/wiki/Adina_(plant),
Adonidia merrillii,Adonidia merrillii,Adonidia merrillii; Manila palm,https://en.wikipedia.org/wiki/Adonidia_merrillii,
Aeschynanthus radicans,Aeschynanthus radicans,Aeschynanthus radicans; lipstick plant,https://en.wikipedia.org/wiki/Aeschynanthus_radicans,
Aesculus chinensis,Aesculus chinensis,Aesculus chinensis; Chinese horse chestnut,https://en.wikipedia.org/wiki/Aesculus_chinensis,
Aesculus woerlitzensis,not found,not found,not found,
Agave desmetiana,not found,not found,not found,
Agave geminiflora,Agave geminiflora,Agave geminiflora; twin flowered agave,https://en.wikipedia.org/wiki/Agave_geminiflora,
Agave schidigera,Agave,Agave,https://en.wikipedia.org/wiki/Agave,
Aglaia edulis,Aglaia edulis,Aglaia edulis,https://en.wikipedia.org/wiki/Aglaia_edulis,
Aglaia odorata,Aglaia odorata,Aglaia odorata,https://en.wikipedia.org/wiki/Aglaia_odorata,
Agrostis palustris,Agrostis stolonifera,Agrostis stolonifera; creeping bentgrass; creeping bent; fiorin; spreading bent; carpet bentgrass,https://en.wikipedia.org/wiki/Agrostis_stolonifera,
Ajania pacifica,Chrysanthemum pacificum,Chrysanthemum pacificum; gold and silver chrysanthemum,https://en.wikipedia.org/wiki/Chrysanthemum_pacificum,
Alangium platanifolium,Alangium,Alangium,https://en.wikipedia.org/wiki/Alangium,
Albizia saman,Samanea saman,Samanea saman; rain tree,https://en.wikipedia.org/wiki/Samanea_saman,
Alcea rugosa,Alcea,Alcea; hollyhocks,https://en.wikipedia.org/wiki/Alcea,
Aleurites fordii,Vernicia fordii,Vernicia fordii; tung tree; tung-oil; tungoil tree; kalo nut tree; China wood-oil tree,https://en.wikipedia.org/wiki/Vernicia_fordii,
Allium altaicum,Allium altaicum,Allium altaicum,https://en.wikipedia.org/wiki/Allium_altaicum,
Allium babingtonii,Allium ampeloprasum,Allium ampeloprasum; wild leek; broadleaf wild leek,https://en.wikipedia.org/wiki/Allium_ampeloprasum,
Allium caeruleum,Allium caeruleum,Allium caeruleum; blue globe onion; blue ornamental onion; blue-of-the-heavens; blue-flowered garlic,https://en.wikipedia.org/wiki/Allium_caeruleum,
Allium cristophii,Allium cristophii,Allium cristophii; Persian onion; star of Persia,https://en.wikipedia.org/wiki/Allium_cristophii,
Allium giganteum,Allium giganteum,Allium giganteum; giant onion,https://en.wikipedia.org/wiki/Allium_giganteum,
Allium hookeri,Allium hookeri,Allium hookeri,https://en.wikipedia.org/wiki/Allium_hookeri,
Allium karataviense,Allium karataviense,Allium karataviense,https://en.wikipedia.org/wiki/Allium_karataviense,
Allium kunthianum,not found,not found,not found,
Allium lusitanicum,Allium lusitanicum,Allium lusitanicum,https://en.wikipedia.org/wiki/Allium_lusitanicum,
Allium schubertii,Allium schubertii,Allium schubertii; ornamental onion; flowering onion; tumbleweed onion; Persian onion,https://en.wikipedia.org/wiki/Allium_schubertii,
Allium senescens,Allium senescens,Allium senescens; aging chive; German garlic; broadleaf chives,https://en.wikipedia.org/wiki/Allium_senescens,
Alnus incana,Alnus incana,Alnus incana; grey alder; speckled alder,https://en.wikipedia.org/wiki/Alnus_incana,
Alnus mayrii,not found,not found,not found,
Alocasia amazonica,Alocasia,Alocasia,https://en.wikipedia.org/wiki/Alocasia,
Aloe aristata,Aristaloe,Aristaloe; Aristaloe aristata; guinea-fowl aloe; lace aloe,https://en.wikipedia.org/wiki/Aristaloe,
Aloysia citriodora,Aloysia citrodora,Aloysia citrodora; lemon verbena; lemon beebrush,https://en.wikipedia.org/wiki/Aloysia_citrodora,
Aloysia virgata,Aloysia,Aloysia; beebrushes,https://en.wikipedia.org/wiki/Aloysia,
Alpinia japonica,Alpinia,Alpinia; shell ginger,https://en.wikipedia.org/wiki/Alpinia,
Alstroemeria isabellana,Alstroemeria,Alstroemeria; Peruvian lily; lily of the Incas,https://en.wikipedia.org/wiki/Alstroemeria,
Alstroemeria ligtu,Alstroemeria,Alstroemeria; Peruvian lily; lily of the Incas,https://en.wikipedia.org/wiki/Alstroemeria,
Alternanthera dentata,Alternanthera dentata,Alternanthera dentata; little ruby; ruby leaf alternanthera,https://en.wikipedia.org/wiki/Alternanthera_dentata,
Alyssum propinquum,not found,not found,not found,
